sentiment,lang,hashtags,clean_text
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,cp many politicians have a personal stake in getting this sorted out the cdc have you been fully vaccinated 
1,en,uganda,rt observerug museveni says uganda s covid vaccine will be better than all the existing vaccines because it covers all the existing v
-1,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa 
1,en,uganda,rt observerug museveni says uganda s covid vaccine will be better than all the existing vaccines because it covers all the existing v
1,en,,rt moetitshidi africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urg
1,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
-1,en,,andreasleonido former pfizer vp and virologist dr michael yeadon is one of the most credentialed medical profe 
-1,en,covid19,covid on wednesday this week paraguay registered deaths per million compared with in india 
1,en,covid19,rt israelmfa israel will deliver more than a million doses of covid vaccines to the palestinian authority to help it fight the corona
-1,en,,pin code bsm deenanath hosp pvt pmcvaccines covishield min age limit dose capacity 
-1,en,,pin code district hospital aundhvaccines covaxin min age limit dose capacity dose capa 
-1,en,,pin code bmcc deenanath hospital pvtvaccines covishield min age limit dose capacity 
-1,en,deltavariant,rt drericding but is it just a sinovac issue though unclear in a calgary hospital or the deltavariant infected healthcare wo
1,en,covid19,rt hubbucket cdcgov learn from the experts at cdcgov for the best protection against covid cdcgov recommends getting two
-1,en,india,i have a strong doubt that someone like dr gandhi who stated that herd immunity was reached in india since octo 
1,en,vaccinequity,rt rgrosjean excited to be racing at roadamerica this weekend come on another drive with me to vaccinequity amp gogiveone to get vaccin
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
0,en,,rt sarajerving covid cases across africa have increased by in the past week amp deaths have increased by said who s tedros add
1,en,uganda,rt observerug museveni says uganda s covid vaccine will be better than all the existing vaccines because it covers all the existing v
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,funny thing is my nd wife will be wearing a similar slightly smaller piece of cubic zirconia amp it will be the s 
1,en,,rt secblinken today we delivered million vaccines to our neighbors in mexico more vaccines are on the way as statedept is proud to
-1,en,,rt longcovidnyc if you re outraged too call your elected officials
1,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
-1,en,,barking dogs never bite
1,en,,rt steketeh i hope it s true that the pa will return almost expired vaccines to israel why would the pa help israel by buying these vacc
1,en,uganda,rt observerug museveni says uganda s covid vaccine will be better than all the existing vaccines because it covers all the existing v
0,en,,rt itranslate aipac will aipac tell the world that israel has sold expired vaccines to palestinians which could have been disastrous
0,en,,rt itranslate aipac will aipac tell the world that israel has sold expired vaccines to palestinians which could have been disastrous
1,en,,rt realjoelsmalley yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy
1,en,uganda,rt observerug museveni says uganda s covid vaccine will be better than all the existing vaccines because it covers all the existing v
1,en,,rt artemis any politician promoting lockdowns mask mandates amp vaccines as a solution to covid are in full support of un agenda
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
1,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
1,en,uganda,rt observerug museveni says uganda s covid vaccine will be better than all the existing vaccines because it covers all the existing v
-1,en,,africa in the midst of full blown third wave of coronavirus 
1,en,covid19,rt cdcgov you can get a covid vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait
1,en,,rt artemis any politician promoting lockdowns mask mandates amp vaccines as a solution to covid are in full support of un agenda
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
0,en,,rt itranslate israelmfa israel is a brutal nazi like entity it sent expired vaccines to palestinians to further worsen the covid
-1,en,israel,wow thanks israel covid vaccination apartheid
-1,en,uganda,uganda next on the to do list world domination
-1,en,,mgn africa pin f astrazeneca claims victory in tussle with eu over deliveries astrazeneca and the europ 
1,en,uganda,rt observerug museveni says uganda s covid vaccine will be better than all the existing vaccines because it covers all the existing v
0,en,,rt shomes quest he has handled all the complex problems with ease till date he boosted up the production of vaccines amp it s r amp d so that
1,en,covid19,rt lancashirecc the covid vaccination bus is heading to nelson on friday and saturday open to anyone aged walk in appoint
1,en,covid19,rt lancashirecc the covid vaccination bus is heading to nelson on friday and saturday open to anyone aged walk in appoint
1,en,uganda,rt observerug museveni says uganda s covid vaccine will be better than all the existing vaccines because it covers all the existing v
-1,en,covid19,the fastest way to end the covid pandemic is to make safe and effective vaccines available to everyone on the p 
1,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
-1,en,,az should be telling them the cost has just gone up from cost to cost plus plus or shall we just forget t 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
1,en,,rt moetitshidi africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urg
